Title,1,2,3,4,5,6,7,8,9
"11th SIGSAND/PLAIS EuroSymposium on Information Systems: Research, Development, Applications, Education, 2018",0.11058482368455126,0.11238260653549662,0.11003015627857715,0.11305642336562553,0.11133427181457023,0.11112519104426355,0.11128634455785173,0.11047953128996693,0.10972065142909693
"12th Annual IFIP Summer School on Privacy and Identity Management, 2017",0.11095476471130192,0.11152319068806733,0.11368749865540932,0.10972102097454978,0.1112139929238065,0.10967233142664863,0.10960059199051156,0.10919895170121299,0.11442765692849188
"12th Chinese Conference on Trusted Computing and Information Security, CTCIS 2018",0.10953547512656896,0.11326559484729173,0.1112175511821635,0.107492267939482,0.10664023831048473,0.12108814811726569,0.10739915596295654,0.11424701803696696,0.10911455047681982
"12th EAI International Conference on Cognitive Radio Oriented Wireless Networks, CROWNCOM 2017",0.1092669516131665,0.1127766124112403,0.11218612052608248,0.10993913412193297,0.11117139825448409,0.11068428387563535,0.11242267954630282,0.11091486520184105,0.11063795444931442
"12th IFIP WG 11.10 International Conference on Critical Infrastructure Protection, ICCIP 2018",0.11092589513227201,0.11078048697694108,0.1110615885708038,0.11166621737961792,0.11049388575373906,0.11002150417731853,0.11296217629067515,0.11159327205647201,0.11049497366216046
"12th International Conference on Queueing Theory and Network Applications, QTNA 2017",0.11046789224023063,0.11011123596437092,0.11272646210624565,0.1080967141702528,0.11355447649151929,0.11294174017354125,0.10953383582508763,0.1124301207744235,0.11013752225432837
"13th EAI International Conference on Security and Privacy in Communication Networks, SecureComm 2017",0.10892860470708708,0.11022817139518742,0.11012958219957707,0.11152183666175024,0.11422097486982714,0.11030169854962232,0.1116335862249386,0.11328338677956791,0.10975215861244215
"13th International Conference on Information Security Practice and Experience, ISPEC 2017",0.11200316004862382,0.11175641651881986,0.11068599157890585,0.1111031198351794,0.11105150548631854,0.11158165256641217,0.11084690248593389,0.11205206001349179,0.1089191914663147
"14th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2019",0.11000779071604509,0.10668032804178612,0.11474679608015288,0.11010754698262387,0.11253734093928655,0.11005134656433921,0.11240452129233856,0.11064465102531287,0.11281967835811475
"14th International Conference on Wireless Algorithms, Systems, and Applications, WASA 2019",0.11089195880980925,0.1105095863220429,0.11110323135396227,0.11100203282330988,0.11207176219294746,0.11126843078940021,0.11104222080362072,0.11129404470460312,0.11081673220030422
"15th European, Mediterranean, and Middle Eastern Conference on Information Systems, EMCIS 2018",0.11216025728343923,0.10969035268528568,0.11222781081556049,0.11069300658670278,0.10941389308966545,0.11011945154227884,0.1115833789447268,0.11195001793743999,0.11216183111490073
"15th International Conference on Extended Semantic Web Conference, ESWC 2018",0.11098939585933597,0.10850424346507558,0.11297296859156901,0.10924077762571203,0.11075665438996816,0.11249828604345803,0.11114356601957534,0.10923633448016412,0.1146577735251417
"15th International Conference on Information Technology: New Generations, ITNG 2018",0.11181947976983912,0.10667529679036156,0.1126466948909145,0.11104145377324588,0.11032553873066517,0.11212774110093957,0.11706149749475211,0.10974253481355398,0.10855976263572807
"15th International Conference on Parallel Computing Technologies, PaCT 2019",0.11050321387314022,0.11059438008520574,0.11244471002719761,0.10413746589314797,0.11103106780568431,0.10984222314214755,0.1147139150762194,0.1127997297041742,0.11393329439308295
"15th International Conference on the Economics of Grids, Clouds, Systems, and Services, GECON 2018",0.11276280063949926,0.11079310639898374,0.11028078926710977,0.11032718032498448,0.1120275706024268,0.113559813481657,0.11001274492864477,0.10874788849585065,0.11148810586084348
"16th International Conference on Practical Applications of Agents, Multi-Agent Systems, PAAMS 2018",0.11761451980999779,0.10888609868195104,0.11055610539674947,0.1090773593373364,0.10915575495072569,0.10909870872625084,0.11399760377050724,0.11054950526492653,0.11106434406155503
"17th IFIP WG 6.1 International Conference on Distributed Applications and Interoperable Systems, DAIS 2017 - Held as Part of the 12th International Federated Conference on Distributed Computing Techniques, DisCoTec 2017",0.11155550451542894,0.11380346151082368,0.11195559028419307,0.1085058872451137,0.11010599358745342,0.11201576046307454,0.11051597825351077,0.11053883786865738,0.11100298627174449
"17th IFIP WG 6.11 Conference on e-Business, e-Services, and e-Society, I3E 2018",0.1130249184605655,0.1105243224577483,0.10931262153727045,0.11029381107271276,0.1103871294677842,0.11104847200297717,0.11137429931870217,0.11041921021949185,0.11361521546274754
"17th International Conference on Applied Cryptography and Network Security, ACNS 2019",0.11486690923428416,0.10783192861312231,0.11322496481887293,0.11091990565232904,0.10896057381795744,0.11418373296590752,0.11424972265524395,0.10803765873031865,0.10772460351196399
"18th International Conference on Information and Communications Security, ICICS 2016",0.11146011776044217,0.11048855951986865,0.11033042714302302,0.10993868208094572,0.11021485597082682,0.11285787620155482,0.1120386260574104,0.11377595761267956,0.1088948976532489
"18th International Conference on Information and Communications Security, ICICS 2016",0.10614381576964314,0.1161858849801114,0.11184691782251195,0.1078853772077443,0.1093375738140095,0.10754181423264798,0.1091267228558313,0.11608490077364336,0.11584699254385698
"18th World International Conference on Information Security and Application, WISA 2017",0.1122708693437332,0.11198136628864415,0.1110459463760976,0.11034167306554282,0.10968979045542326,0.11157763193265403,0.11220461611226588,0.11049601955963631,0.11039208686600277
"18th World International Conference on Information Security and Application, WISA 2017",0.11173689075532851,0.11070065420792921,0.1124100623777537,0.11034717073823118,0.11295996393908234,0.10977851006569694,0.11180767288764126,0.1087345083590363,0.11152456666930063
"19th International Conference on Innovations for Community Services, I4CS 2019",0.11108439980812071,0.11074713393842509,0.11067698965224662,0.1114177853027773,0.11208641666679857,0.11266904584037224,0.1108398107808996,0.11051931054916894,0.10995910746119092
"19th International Conference on Web Engineering, ICWE 2019",0.11266112768065978,0.11151584334826528,0.1091243104524801,0.10901408211228157,0.11271993621657811,0.10976180013103662,0.1120768234397202,0.11117450504924029,0.111951571569738
"19th World International Conference on Information Security and Application, WISA 2018",0.11240886532958073,0.10884151664251197,0.1149699097180872,0.11018262636556313,0.11222038659687494,0.11089125793684936,0.10952637482753892,0.1083765653693446,0.11258249721364912
"1st International Conference on Big Scientific Data Management, BigSDM 2018",0.10744880675447303,0.1117445265358001,0.11672782720143707,0.11034084647455476,0.1101774903028225,0.1069789346608009,0.11458629950035663,0.11166160240362427,0.1103336661661308
"1st International Conference on Emerging Technologies in Computing, iCETiC 2018",0.10972858610116869,0.11567849040476214,0.11011810930389711,0.11099434041255098,0.10729099536284571,0.11444734776228555,0.11403469677609106,0.10971389790489386,0.10799353597150488
"1st International Conference on HCI in Games, HCI-Games 2019, held as part of the 21st International Conference on Human-Computer Interaction, HCI International 2019",0.11144224078535256,0.1114588661211912,0.11017547778737187,0.11131004842745469,0.11138040717388972,0.11156174595383085,0.11103862633381952,0.11095619060133224,0.11067639681575726
"1st International Conference on Machine Learning for Networking, MLN 2018",0.11251602285401888,0.10990112731567332,0.11088214218260577,0.10880623853632546,0.11495110304106357,0.1102810235194649,0.11099872185285384,0.11111908795183302,0.11054453274616118
"1st International Symposia on Computer and Information Sciences, ISCIS 2018",0.11060849558374038,0.11283293664208897,0.11194330656639556,0.11130337853415165,0.11062581699260378,0.11067878174003033,0.11062208219858079,0.11046620008091268,0.11091900166149592
"1st International Symposia on Computer and Information Sciences, ISCIS 2018",0.11216335661008166,0.11055907162310058,0.11058926721369217,0.11208785882262313,0.11086707272600244,0.1111229148105874,0.11039119060500925,0.11230149376492671,0.10991777382397672
"2016 3rd Smart Cloud Networks and Systems, SCNS 2016",0.11400581764034207,0.10803723367359279,0.1104435334808836,0.10922223999722121,0.11089338354379663,0.11563430934661714,0.11281370662959851,0.10728031442353161,0.11166946126441644
"2017 International Conference on Public Key Infrastructure and its Applications, PKIA 2017 - Proceedings",0.1096099981952181,0.11374997621701734,0.10971024944979482,0.11204187010096438,0.10672353052714983,0.1089522416337393,0.1147750336343264,0.11181949497964197,0.11261760526214784
"2017 Workshop on Research, Education and Development of Unmanned Aerial Systems, RED-UAS 2017",0.11701179330086486,0.10794378822912551,0.11006047741461585,0.11044292929667011,0.10856144943728231,0.1103349600644689,0.11793414632131953,0.10818139838767361,0.10952905754797926
"2018 15th International Computer Conference on Wavelet Active Media Technology and Information Processing, ICCWAMTIP 2018",0.11286101883621034,0.10801560073189152,0.11259519070327069,0.10943105620439511,0.11466126783910109,0.11136513493155166,0.10980075196728452,0.10966270215691007,0.11160727662938504
"2018 15th Learning and Technology Conference, L and T 2018",0.11264304203064886,0.10899711406394953,0.10890196736999003,0.11145344281061996,0.11147762216608792,0.1114696505511825,0.11298596994115935,0.11165121528407845,0.11041997578228341
"2018 41st International Conference on Telecommunications and Signal Processing, TSP 2018",0.11143733585126886,0.10975255372168542,0.10925122145182758,0.11849695096035268,0.11069829589486638,0.10964225831582565,0.11034960606455728,0.1076438393801814,0.11272793835943473
"2018 5th IEEE Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering, UPCON 2018",0.11092571894621352,0.11033913190865795,0.11318553244546145,0.10858475472717853,0.11130420279747522,0.11046074179835381,0.11084940130862533,0.10953785413012304,0.11481266193791108
"2018 6th IEEE International Conference on Smart Energy Grid Engineering, SEGE 2018",0.11396167258412192,0.1098278115011942,0.10999874162520613,0.10961799643995561,0.11417375338682363,0.1106769041940739,0.10924656885396421,0.11271153816614,0.10978501324852041
"2018 9th IEEE Annual Ubiquitous Computing, Electronics and Mobile Communication Conference, UEMCON 2018",0.11893026374336758,0.1079047932235907,0.10714407477925006,0.10823467443165671,0.1119923371620088,0.11060210840590731,0.11650914063606915,0.10947177612796201,0.10921083149018758
"2018 IEEE International Conference on Communication Systems, ICCS 2018",0.11222436252937502,0.11244696969929784,0.1116874629289028,0.11347996996257474,0.10965960307128517,0.1113690665345791,0.11011127891905823,0.11052628213852791,0.1084950042163992
"2018 IEEE Wireless Communications and Networking Conference Workshops, WCNCW 2018",0.10964807128334524,0.11149619947158995,0.10964657147818045,0.11140293241138395,0.11029993818190265,0.10928119693612161,0.11102395338972824,0.11188217533118146,0.11531896151656634
"2018 Information Theory and Applications Workshop, ITA 2018",0.11211707041133953,0.11725365856445169,0.11131415132972151,0.10820112529600649,0.11063942392175985,0.1115976245559091,0.10897087169565933,0.10840295954664164,0.1115031146785108
"2018 IoT Vertical and Topical Summit on Agriculture - Tuscany, IOT Tuscany 2018",0.11115269424838112,0.1096520482847307,0.11146202303407421,0.11119327050570156,0.11147338158278905,0.11011710669402738,0.1156034883404459,0.10947786754600061,0.10986811976384948
"2019 IEEE Conference on Communications and Network Security, CNS 2019",0.11688163047965469,0.1072710925520066,0.11119466769966475,0.10595569720142624,0.11125214392699953,0.11258444976892101,0.11114454836983367,0.10645109974895312,0.11726467025254045
"2019 International Conference on Engineering and Emerging Technologies, ICEET 2019",0.11470012391236198,0.11021954231607899,0.11606337261901807,0.10897979561513067,0.10827686141831482,0.11196165417431334,0.1097254565480041,0.1094644885576857,0.11060870483909227
"20th International Conference on Business Process Modeling, Development and Support, BPMDS 2019 and 24th International Conference on Evaluation and Modeling Methods for Systems Analysis and Development, EMMSAD 2019",0.1100565600688445,0.1068670400674745,0.11123813768372624,0.11341208044525912,0.11382972274027743,0.11066626411612072,0.11243142441827646,0.10781898467513563,0.11367978578488531
21 - Bringing down the complexity: Fast composable protocols for card games without secret state,0.11053536340900695,0.11183532814354945,0.11052286236257967,0.11274916437808861,0.10999357222453926,0.11047456427993198,0.11092328957844257,0.11108063421328342,0.11188522141057812
"21st IACR International Conference on Practice and Theory of Public-Key Cryptography, PKC 2018",0.11048410567901704,0.11111513266781459,0.1110889518731977,0.11046275024936175,0.11068870405066404,0.11065816481677083,0.11096344158132128,0.1127201899630918,0.11181855911876103
"21st International Conference on Business Information Systems, BIS 2018",0.11309963804973974,0.11067951759610596,0.11078427448605789,0.1091655428841442,0.11239433880527253,0.11265065710110143,0.1109884970036645,0.11080971949410182,0.10942781457981186
"21st International Conference on Financial Cryptography and Data Security, FC 2017",0.1105617990641655,0.11084736219873989,0.11082334555804836,0.1131773797282743,0.11042440854341128,0.11073041971660183,0.11077935161768225,0.11156187659789611,0.1110940569751804
"22nd International Conference on Business Information Systems, BIS 2019",0.1023891873314409,0.09857495901135155,0.13114224555214968,0.10577656494562113,0.1335374665320604,0.10377670091615923,0.10934921379154108,0.10779132658969999,0.10766233532997604
"23rd Nordic Conference on Secure IT Systems, NordSec 2018",0.11135843929548082,0.11066557021364061,0.11035718500931183,0.113089576806247,0.11065854865948413,0.1115943017386702,0.11012045238094144,0.11159254046530157,0.11056338543092237
"23rd Nordic Conference on Secure IT Systems, NordSec 2018",0.11015285219212329,0.1120195402946687,0.11136029896254954,0.11048338077667562,0.11075327418858477,0.11092086425483172,0.1106192257614143,0.11224201916817135,0.11144854440098062
"25th ISTE International Conference on Transdisciplinary Engineering, 2018",0.11341682892649278,0.10872955549372484,0.10929521328639591,0.10991074048682846,0.11373077596891552,0.1090306579996732,0.11710536223131968,0.10827868868956403,0.11050217691708558
"27th Mediterranean Conference on Control and Automation, MED 2019 - Proceedings",0.1164297586777031,0.10954724055069721,0.11699290000729198,0.10599460685737387,0.10803195584891001,0.11137354971971052,0.11507750724496597,0.10756002085668746,0.10899246023665993
"2nd International Conference on Emerging Technologies in Computer Engineering: Microservices in Big Data Analytics, ICETCE 2019",0.11089630616756278,0.10506116508054653,0.12112943559191722,0.1062366333974463,0.10599647158527217,0.10912743789190839,0.11072532344254148,0.11190568592209613,0.11892154092070903
"2nd International Symposium on Mobile Internet Security, MobiSec 2017",0.11324001736372205,0.10773356138889562,0.1136640237155451,0.10890117420804013,0.10777527171799527,0.11349869289120337,0.1117897573584628,0.10998860480820717,0.11340889654792856
"2nd International Workshop on Policy-based Autonomic Data Governance, PADG 2018 in conjunction with the 23rd European Symposium on Research in Computer Security, ESORICS 2018",0.10918825526133191,0.11264946396526682,0.11092422071621852,0.10989134965661468,0.11433576376070181,0.10801171303085365,0.10918752908216793,0.11292559380330222,0.11288611072354245
"2nd ISEA International Conference on Security and Privacy, ISEA-ISAP 2018",0.10964635243402403,0.11273749894522947,0.11066517104249388,0.10980354371812581,0.11541601405693436,0.1070079018065549,0.11235734287188522,0.108480287000361,0.1138858881243914
"2nd KES International Symposium on Smart Transportation Systems, KES-STS 2019",0.11306407857703112,0.10953804194690622,0.11120908472045211,0.10949560641014806,0.11365777171405832,0.10916168925030478,0.11046142356505852,0.10968065446975571,0.11373164934628506
"31st International Conference on Advanced Information Systems Engineering, CAiSE 2019",0.11154929399392619,0.1100278337785836,0.11243227014278924,0.10926987572703971,0.11412713043132096,0.11135841137375382,0.11097666765626896,0.10936905687454478,0.1108894600217727
"32nd Annual IFIP WG 11.3 Conference on Data and Applications Security and Privacy, DBSec 2018",0.1101482781925128,0.11286352362371922,0.11077631506695189,0.11405868443742098,0.11146723730384857,0.10998344389325336,0.11163521022898172,0.11004475756705269,0.1090225496862587
"32nd International Symposium on Computer and Information Sciences, ISCIS 2018 Held at the 24th IFIP World Computer Congress, WCC 2018",0.10871184113826016,0.10803925366864324,0.1175270617372777,0.11136524790855187,0.10939417170403119,0.11219940689724794,0.11154697444415222,0.11029383286432458,0.11092220963751119
"34th IFIP TC 11 International Conference on Information Security and Privacy Protection, SEC 2019",0.10696650553401497,0.11432603913745064,0.11502819696111874,0.1075901808767482,0.11060745758130955,0.11393072385034184,0.11038967204386924,0.11111692368731287,0.11004430032783388
"37th Annual International Conference on the Theory and Applications of Cryptographic Techniques, EUROCRYPT 2018",0.1088917749294021,0.10878000005490261,0.11388292928205143,0.11616155900622098,0.10977690658236226,0.11006460679169472,0.10992783532985342,0.11080321946057584,0.11171116856293656
"39th Annual International Cryptology Conference, CRYPTO 2019",0.10825541963600412,0.11429642835555584,0.11080024527442316,0.11407424085696517,0.11004889575502465,0.11319264565213127,0.10720923716940295,0.11120300198484845,0.11091988531564433
"39th Annual International Cryptology Conference, CRYPTO 2019",0.11084004588983837,0.11207219839779349,0.11052859617428301,0.11056395029810367,0.11051590251173006,0.11097113150212924,0.11105207384415439,0.11097132179584054,0.11248477958612713
"39th IFIP WG 6.1 International Conference on Formal Techniques for Distributed Objects, Components, and Systems, FORTE 2019 held as part of the 14th International Federated Conference on Distributed Computing Techniques, DisCoTec 2019",0.11346524163599386,0.10960349996269154,0.11147696343564441,0.11141861928132434,0.11220505241982226,0.1130279294271444,0.10906083261116913,0.10983679268758821,0.1099050685386218
3D-DAG: A High Performance DAG Network with Eventual Consistency and Finality,0.110537401909382,0.11073389989777133,0.11114706150899549,0.11062054842648043,0.11040371182944002,0.11148473346073026,0.11197488179956962,0.11215593681980847,0.11094182434782247
"3rd International Conference on Biomedical and Health Informatics, ICBHI 2017",0.11110839456288268,0.10788145139169225,0.1148798651277808,0.1127550901768161,0.11113755131871868,0.11009683389590122,0.11192067804185403,0.1082506065517059,0.1119695289326483
"3rd International Conference on Digital Transformation and Global Society, DTGS 2018",0.1085337294375922,0.10992042462555991,0.11931656235897975,0.10145714521287526,0.12345789227707778,0.10260019780882722,0.11400810654332104,0.10543965200518868,0.11526628973057818
"3rd International Conference on Smart Grid and Innovative Frontiers in Telecommunications, SmartGIFT 2018",0.11102391137226211,0.11132592229149435,0.11151581125320384,0.10987612333785123,0.11223973752299468,0.10917470928891318,0.11104458872834914,0.11205596224791028,0.11174323395702122
"4th Asian Conference on Supercomputing Frontiers, SCFA 2018",0.11377305775848141,0.11059464297881981,0.11112787401633979,0.10923426856124609,0.11174867921245088,0.11161946744748323,0.1104780080286287,0.11110271351394468,0.11032128848260543
"4th International Conference on Future Data and Security Engineering, FDSE 2017",0.10932666363507232,0.11372413722219789,0.11464150285352666,0.10861424635655724,0.1092551506702828,0.11852141139933675,0.11056473048550391,0.10592021676787834,0.10943194060964415
"4th International Conference on Information Systems Security and Privacy, ICISSP 2018",0.11325547941710391,0.11012143458848558,0.1127519295745193,0.11189655810899855,0.1083338939966001,0.11310655675492157,0.10878516266090166,0.11244041738383284,0.1093085675146365
"4th International Conference on Technologies and Innovation, CITI 2018",0.11144302780609448,0.10962219780546979,0.11281022404539237,0.11012048425468048,0.11307495160328339,0.11225786401045584,0.10973452430905675,0.10964031536104632,0.11129641080452053
"4th Symposium on Asia-Pacific Requirements Engineering Symposium, APRES 2017",0.10978863718651442,0.11142454743341312,0.11216870231105831,0.10984684210934097,0.11329643257690983,0.1131442175062287,0.11047802343323351,0.10920344692522331,0.11064915051807772
"51st Annual Simulation Symposium, ANSS 2018, Part of the 2018 Spring Simulation Multi-Conference, SpringSim 2018",0.11766802126242916,0.11038792721070477,0.11019114891500083,0.10828648409952112,0.11249393939108043,0.10664583591236265,0.11689411471386281,0.10745611705972473,0.10997641143531343
"5th ACIS International Conference on Computational Science/Intelligence and Applied Informatics, CSII 2018",0.1105554045299779,0.11299619132176268,0.11169890465503063,0.11059235295715285,0.11533592774378638,0.11250906376293583,0.10945052598143248,0.10845783992966368,0.10840378911825765
"5th International Conference in Software Engineering for Defence Applications, SEDA 2015",0.1121894401628556,0.1108129364718338,0.11184688314755623,0.1097524890096426,0.11109203366619268,0.11137639513315847,0.11061769745402682,0.11080316668226997,0.11150895827246375
"6th International Conference on Big Data Analytics, BDA 2018",0.1113346694448969,0.11093123461493302,0.1108333084139077,0.10765963353276098,0.10905095133473028,0.10957946521936494,0.1142986926430565,0.1170417447502064,0.1092703000461432
"6th International Conference on Distributed, Ambient and Pervasive Interactions, DAPI 2018 Held as Part of HCI International 2018",0.11276483690507658,0.11126786082930418,0.11391533641515325,0.11017656167866305,0.11034022987104829,0.10848630875180136,0.11176075717162262,0.11063570663247681,0.11065240174485388
"6th International Conference on Networked Systems, NETYS 2018",0.11224629004341873,0.11147720417642767,0.11295944129149792,0.11238302002780948,0.1129673802948559,0.11074255401055291,0.11073462322249732,0.10661811087487076,0.10987137605806926
"6th World Conference on Information Systems and Technologies, WorldCIST 2018",0.11172915117708086,0.10839763539018747,0.11011103944939597,0.11297076309210463,0.11349403083919567,0.11217086737124722,0.11274543045315184,0.10954095051508198,0.10884013171255437
"7th International Conference on Computational Data and Social Networks, CSoNet 2018",0.1088426121524593,0.1112008523763095,0.11312886545190454,0.11028848865978971,0.11338324504926343,0.1106308627472067,0.11120643455880355,0.111586179536698,0.10973245946756527
"7th International Conference on Computational Data and Social Networks, CSoNet 2018",0.1110028050432541,0.10955145911616007,0.11227340728735627,0.11215540412837216,0.11250402920936908,0.11201318187278939,0.10979855452525956,0.11067005172557842,0.11003110709186098
"8th International Conference on Logistics, Informatics and Service Sciences, LISS 2018 - Proceeding",0.10908765462720668,0.11052339920180698,0.11036515844275999,0.1104748704922256,0.11500317142559988,0.11071998553902021,0.11264118058086763,0.11161139648854966,0.1095731832019634
"8th International Symposium on Business Modeling and Software Design, BMSD 2018",0.11162581354573373,0.11130372781069206,0.11311060879861395,0.10815163233716754,0.11347279498292095,0.11063120562923827,0.11256844387933876,0.10909080187008328,0.11004497114621144
"8th International Workshop on Learning Technology for Education Challenges, LTEC 2019",0.1130404781016933,0.10853485892026606,0.11652660623670148,0.10488769120585822,0.11525738365299959,0.11235903015037212,0.11649220046806526,0.10432543151162167,0.10857631975242225
"8th International Workshop on Structured Object-Oriented Formal Language and Method, SOFL+MSVL 2018",0.11101784159614372,0.10923597831179077,0.11164597083655113,0.1102237849766323,0.11352501758370466,0.11223027718024733,0.11140715888471708,0.10901869093676199,0.11169527969345096
"9th International Conference on Social Informatics, SocInfo 2017",0.11388082391030778,0.1117363954727181,0.11288155813583814,0.10902110114453382,0.11343648305336242,0.10732035844468374,0.10896367180468579,0.10969706073503761,0.11306254729883254
"9th International EAI Conference on Broadband Communications, Networks, and Systems, Broadnets 2018",0.11333015330293353,0.11024754288147845,0.11217308479153291,0.11177395994244223,0.10886994900324622,0.11121244988990155,0.11171531880680871,0.10959645733642716,0.11108108404522918
A 2017 Horizon Scan of Emerging Issues for Global Conservation and Biological Diversity,0.11042896620218141,0.10915510406537851,0.11273095729384895,0.10997556699072156,0.10945020393089905,0.11100301133602537,0.11325520403136019,0.11179340352727297,0.11220758262231191
A better method to analyze blockchain consistency,0.1105514903401123,0.11205373450116725,0.11439784937211052,0.110613754960245,0.11033775799636183,0.11129749751471622,0.11096295638627882,0.10981526910481254,0.10996968982419551
A bibliometric analysis of bitcoin scientific production,0.11037855314885302,0.11025509694413166,0.11201535237479826,0.11128323966071477,0.10991504790437993,0.11305079737355525,0.11215526348392502,0.11085184514212833,0.1100948039675138
A bike sharing system based on Blockchain platform,0.110911903890552,0.11129268017335577,0.11064871116353131,0.11076000119764078,0.11065481884861605,0.11133189474032289,0.11105577533495223,0.11227001098556387,0.11107420366546517
A Block-Free Distributed Ledger for P2P Energy Trading: Case with IOTA?,0.11142092954661802,0.11126664794844425,0.11127164528235568,0.11085215163444413,0.10972739815322462,0.11057739371374725,0.11143227371287774,0.11073296907187356,0.11271859093641476
A blockchain and automl approach for open and automated customer service,0.11036477471877999,0.1093229568514187,0.11062067626857489,0.1098115668899385,0.11434306526422741,0.11046611604336874,0.11178417732343025,0.1109514654216338,0.11233520121862768
A Blockchain Approach to Mitigate Information Security in a Public Organization for Ecuador,0.11035185043513536,0.11166336292430318,0.11074225379862908,0.11215834705343995,0.1117301807512203,0.1105206485422481,0.11074128209448039,0.11084870990569144,0.11124336449485221
A blockchain approach to supply chain management in a BIM-enabled environment,0.1108910834192614,0.11036412925423544,0.10988358476395926,0.11178075182715785,0.1132308775362799,0.10997759628870546,0.11177250103691114,0.1108704908675973,0.11122898500589229
A Blockchain Architecture for Reducing the Bullwhip Effect,0.11135112896064034,0.11055736911037038,0.11045964451455355,0.11067059056303859,0.11190980840946634,0.11159015756241687,0.11041351607375349,0.11183885059360185,0.11120893421215851
A blockchain based access control framework for the security and privacy of IoT with strong anonymity unlinkability and intractability guarantees,0.11110568678731989,0.11171478264636113,0.11184192571121314,0.11081684372807991,0.1116823405102776,0.11144248775034081,0.11037743237425089,0.1099394401597063,0.11107906033245035
A blockchain based access control scheme,0.11124760907938681,0.11087101994317534,0.11072079017816358,0.1111234532087102,0.11234246150566307,0.1096555787966675,0.11088630327151021,0.11132611170341156,0.11182667231331173
A Blockchain based approach for multimedia privacy protection and provenance,0.11039060018167364,0.11261143445397057,0.11029675430266868,0.10954607348869648,0.11461164383399036,0.10922272443982574,0.1090907403095582,0.11337042031915294,0.11085960867046342
